id,value
e0fa6fff69bf4c26b22433a2ea2611e0,262
bd296da629ff4c1ea3e584858750b1c0,801
bc71c4871a894223bc05ed916288ca22,861
4a36a40da8f246d9b7a67a032913e5d5,734
2fcd6ae34f554b9580d809697d73d9a3,692
804c2486077b48b8aab6ea685de87383,2
d88803cb92744dc28ab07ed4465db700,691
2490fadc3da744b69d2e9a8837833127,33
67686c0d3ac84dfe8eedcc99da93312c,35
1ca23ace987648ab8764e180e34ed2f0,262
d2045af608da47bf88cba22b081ffa95,724
8aa053d6686c4166968bf9223281b62f,905
6120e77bb7fd4e4e946ca06138ae6168,582
8612c455f48048028e04e1dec3408cf5,942
3046561fc4f045ef9f298ac74359bffc,595
f412404cfb854633a57bfc08b6575567,214
09d7e13e4f7f431499ef53ce35c6074b,443
f9048a7334104679b902eafe0f1d554f,568
4b1ede3a00d247abb8e170e27c06886c,499
d9ed378ba04a4d67a3877b30419b50f6,176
79f4e4056e674231bd42cbd9da606c4c,720
82688082f53048a390d00857be986822,767
5da89ceb72744e6bb6e9f7dfe7cd44d0,69
37a3fa2e7bab4b488d689602e533b61a,933
d216493b9021441489f265c94537f2b2,972
a8e80c7b763842eb83d6910f0d2be148,621
e1ee3269580e448996a7d832739accef,906
dd1d3f04b0b146e0ad8f08bd7f0d7f51,971
a906d3c0eb1a4edd9d489120bdaaed49,380
7399e71c688c427c953f462f5ef7bdc7,540
9df8afebb89448c69da4b35f72b1df68,596
778f290909ff494ea659f2903ee4012a,988
b560c3fdf9b2476a9ed99ac1b5d92f5c,990
f99b4bd21f0a4ae98645f222ce23557b,141
545f2c33c7214267b1f5fe598178b4e0,695
1f4a259944824a2ab63bf596c00b5311,285
fc68c50a61034b0f9c3def69413734de,346
3f0c58b10a6b4263aa328b277db4514c,245
96ec96877821445784e249c12da73953,694
ae7c1945c15e4daa8e6634dd3b252225,951
56d3405f5d9740709ad97102ca1bab64,199
21de69e47708467f8b87e715fbfceeff,251
4a1bc8e7c12b4e6ea9742849ad3f6261,626
8efc67b4ba094af49c750082d1e679fc,373
e40299d1e73a41788b1c8911885f994a,842
262720dc1f284ff6b054a99540d04be5,847
66f5bd2ca1014820ac7f113afdbf3c4f,977
a67d391a2ecf44a4b7e3f666475bcdba,689
de013751c72b4104ad9da8f407dc1158,179
db9b0275a0314bf0b0339892d5607931,168
c02699b1d6604da189be71e46f65979b,538
985d9f2b72724496bd4f716e9be7cb12,951
3eecd875c7e046cd9c66dca4a98a262c,115
6c1ab38409f242968dc0321f8b37cbed,806
b340fe38b6774239ae6219a1804f544e,164
212775c6b7254f13853d5ab56da6e493,614
ceab1a5a71904aabbe56b2de81bb67e1,903
a8b69b0104094c708fb5ee8b132e1b4e,487
09ba2369022646fa9e81bfeace12cfae,607
0623e1d75d934a1c9569e6cc16908855,401
9304d1cba0114492aee1031c983c516f,858
81fd57124bfc4ae39ba32e026f4b970e,273
49f302a705134afb997a9a31cb70bf68,876
a2039de23f9b4c3095652bcbbd911799,15
24b58808faf2417eb11a8e9652db4626,152
2f997cddba204f868ce8f0b89377b5a2,94
842dd1d5b2534c1da336a8645fdc8743,202
3a132fa1147a49fa8ea56ca3125cb93b,708
e3cb9f4d45f64ac1bfda6bfed08f995d,228
5320c760be904410adcdffe83ee518b2,444
52f6c217402e4081a10a311b3b93c430,520
a33c9be5d7654c4abd35d0733595330a,404
86a259398fe44c368864e921c0b5f55a,857
4753ae8723874d4690278f5ea8cfe2be,783
74ad95e32b824a1b9052dc8cfbbc963c,981
7e85133c51a44d1789bb46ba5f40f1e9,50
768381ca781c493dbd66f7fae2f47f36,439
6269df94d7624bfe90cb73480fe4964e,158
84e9420c665a41c8b7844f089b0642cc,584
28e3f184139942358b3b77f4283afd8c,156
86c1a0b4c9ff47dabdcf4e541d1c06a8,805
6fa3b4a28f7c4b80afaf8ee16a5b6a2c,381
b66dc6e583eb43549d09c12a2869a0b3,165
10ec9ced54d84107bc462391d48f1e85,128
85f199d66c76453d849f52c1988a2174,223
c0e78cc03dc14cafb3ac5a2872e5fe31,458
ff8826bf5a7a4a5eb81c9073cbd4597e,339
f1ba6eac7ca84f16b7834bcf29f87644,691
d9273eaae46a45b5a4131108aac3e93b,393
88080dd801244c1e991e31c6c434f9f5,105
bb370d572c814541a6b06287c8e9989e,195
240601b04a564ebd8f6c260b4ddf3a5e,350
7376acbadd3a42c5b3f36a08f5a58b9a,171
c902a3145a0c4507b765e174acd82076,909
bc5a8093dc084b4d861b2a258658ddc6,688
3ae8876b79ca41aa94d6a4d4bc7ee2ff,684
0eac18eb7ba946b7bd436c37b01d1f9d,743
4ed3e5fe712047ed95f6e3f8b2e4ca98,554
b5cd8669b01541d9a645e5663a04c47d,864
288d0b97b9bf4479a275c39ab9085d41,49
c4307b70c6954215867d6487705b1dc2,151
2ad69a8f42124fb98d06ca2af2296c08,943
bea8e20e1ee441d7b0654635f5821fc9,793
e0aafc1b0b324160aadae22c78f9c77f,834
291833688a09470293ec53d75d99e195,697
52a454242cda49eb96f1b3872abaa134,105
5f71cf0b781b43ebaf1c76c7ed9d3a8c,433
d5d3b46bf4e6402fad79912f9bed093a,262
e8e0756c14784d248704a6d74f13f179,67
adb5a558db8f48679b1c31038217ab9e,596
f1a85caeb2b145ae96abba7e6ad949f7,891
705c6652ca5343379d6c2202fd9647ea,601
b2fa54c0e8b545b4b360e3dcaa371098,64
45d73ecf5b264d779abc69f279de3396,885
57dbad5fe68e453cb08a7a6dba9642ff,114
358f31593a6b4bb89a63774be6ed5b07,257
7e8d3022c04040419c7a45c1bbec5281,425
ed7c4b2e9c1748c39cd76dcef159b569,813
ca80f72c0c514cb882dcf68cefae0a69,881
95ce563960c34fdda4978f816cf80001,618
082186905578458baefc497c9704c21e,329
9298c45d943e4fdea1815d30ff2b0d32,253
5a5c6e0541414c218a45fae8b32a07e7,849
b93c2f5459544633ab4ca2e2df558d70,60
cf13695effd2426d8925c104751cb8e5,732
ee694dafd0f74e7486f49a634a83b466,97
dfd2ade526454e5985ae6425808c98d6,64
3b71883fe5fe43429b9495119ee36078,787
de1ce963dd884f85a469c2df531c405d,487
a3f67af4d7284ed5874ed4d82fe32984,582
222fb2f8049e436a8aa284f0bedaa362,473
cedad5a3b4cf4d62a2a641a4645da317,483
b769551bf340417bb7684e75bffc1dbc,874
10acde2311b846ab9498a1c9f8c3544a,331
320b439d33eb491aa2f5dafb874893f4,991
010da42623ea497c9f26c09fd4e6dafc,37
725a85c9981947f69720dd5a7fbf4b1a,889
1b188bf3e43f48fdb93425f054d89668,74
1aaa6a752fd84088945b77085c1a7b40,42
a3fa931abbe84aa785c6b6f422c9a899,70
fbcb9587ecb14142912fc20f1ebae901,376
c17e7819a91947359f6278667c455d1f,499
ba31bcf4751046598d81e45175bee51b,895
ae3b5a7d2e794697abe436ed8a1eea94,528
3557bee3822e4d2c8fcfd16cfdb24647,273
625ab5e434444b1e85246d35b0e5ccf3,381
cf033d6cfe4f4ade858c6f7c6476a3f4,272
3f8a0f5175e24cd2ae55cbe299b2baf8,737
219e918b21104ed79bd4ae402076f560,489
970c7c63d60f4dc3b8bc817381b6fa84,824
a2076a0f712347cc907c0bead0937798,197
bd3a4e61f35f4a599def2a3f7907d1f3,219
32582183f25e49c7ae7bb50f4de6bb7c,37
aa568a7800c04f36958bfb34b5072142,702
bdb008d8907d45b29a812e1d8ecac97f,317
1358836a10bd404e999730368a15b301,647
0c8ac39d81854657a6845ca0d747973f,272
3a6595ea2c52484b95fb6adcc0402444,951
c580c45f65ab4841b30b9b8a148dfb9b,334
7ebf74b71814437098ff21d4450a5ac3,341
248c53afb81e4972ad674aaf2fe401ab,415
e8ec7a49466d4f6c9a827a0b0a031670,228
283f0110f60d44c4a7d976dadcc99373,389
4928606845334f3aa32eb5dcb8fc8245,981
abb861fa59564983970873d804c7f887,21
dd17c59e037d4d0bafad357b6a0e8a8a,86
97072b54db6a47ff9f81a8d7034b32ef,737
215663c846a94bf48959ad638e403959,606
b75b5d9f2260463793735cef3e53783e,855
3cde7452de9b4f23a9aa4c9d1b53ec97,78
89261444df9e448daa0eae91ab29ec2b,789
9b372c8dae7649adb6b7abd5324c152a,170
796d3cd8ca23414b89d63dad99380c18,155
5404c5305a214bf7b7b2796dd6425a12,92
68fe3e77e8974986963f2950627a0bb9,553
57f659ab141542bab2379c0761f25574,645
836d561f30594ee3b7e243e08d1e2f69,757
34d85732c76a47cd9a423a6a7ed9753f,988
ce56a2dfbda3451da12e7a0b32a6c776,544
4c67f277d3684ab2b8985427d94fb2f8,40
dac3865a50d24237b635bd931c066092,955
bb2659fc20bb4836a2de51a96a6fc9f0,558
96ab59aa6ea1494a919e355323255cee,193
263060d887b54d5c975baf759fd9970f,754
c4806a6df6a14aa89da3bb19527005d7,46
4091fd0d35f54bd485bff90257ea3b89,183
7aefc5a9607b4d3c8bdd9680521f3140,916
bb26f39fcf6d4246a4d5ff7ec731fb9c,544
5dfa88ca93034d158403ebcca3152a58,177
a809cc67c92c4ea2b93df04d5aad669e,758
c4cd5bd34e3d49739ea8498e1090a320,52
4ab68ce87c664166aeca5f25d44bd835,884
4ded3de01903420289255b81b0b57f55,127
48d91f689ee144d3bc0907b9e2594e61,614
5cbf462d7e034310982059328dc4d898,389
4ce487e7e6f04e5faff5260ef58a328d,454
e8703c08bc0b44b7a09cbaf9ebe94286,767
1d6760d7c5e8466f81ccddab2cfd503a,352
9131e0856c91463eaccae79dbc79c74d,188
e9452c457cf4410ba806645b0aa44788,769
5ef5a68ad3aa41c282e0f6dfebfd9a44,126
f760bc438aba4be99639c46b9876bed8,824
c268738afaef453290669155363dff11,237
9a1fdae7e01f4543b58921e6abdf61f2,814
9951893e4fcf4713913317c6ed43a946,58
4c6af0f6dc0e47c4b3ad33794fcc3168,828
dd241b18fa024369a7476cfb38da67f9,676
bad316266dbb41ae979ee8a68befa613,140
9244446e30de49febd3752a07c9fb7c0,608
6a14b41af40d4656b851ea97c110bc95,54
d5384daa504346e29d0c51b85d094b8d,994
07fd7260d7d049f8b1650c7a6cec40db,925
16a26eeefc834c778a909272eae3670d,824
0b016ded7afb4c19a1c6d6d6d5173eab,532
02be80ac9f664fd2b4b9a63a26361e6f,341
d952641228594623b735e548442b8139,43
507f009868704dd59b92e99f2ba92e5f,451
76300e5ae9bb4ac59203f22b8dc58af5,839
b7cb4bb4da0e4ce1be55fcfac8b28740,304
9238f58ba7c142de8c67eadb0fab9b98,356
f43ea673fd03475c9043219602a47975,167
d8b1ce5d26474eec9c35c33ad576057a,607
9680014b339e4b99ba69b6f04f02b3a8,249
9c869545ab0247b2834fba8419ab722b,323
cb85118bf5d54c41bebb7191af2a3074,15
24b91c93ee5d4fbfb525eb0ec62e1afa,221
da7dfed9c0e84955a3d99d31b121e8d3,61
eddfa2041a6b4c409b16135c32d51cdc,317
4670a185e3644dfe832d7f3de24413b9,894
cc3e1a2fe0924695852ee549a3937d3c,641
126fc99077c941c0bb7ff98c403b006c,518
f4836acd8bbd452491b250ac960fd240,136
b7cc78ae393f46c3b7967ad7a0fe91de,908
15296a684a8046128d4fe915b79c26e3,378
9868ec003f184018acdfde85892d25fa,712
cba01de4f8074e35b5b077a05267cda6,172
51e1d4902c134b688e512d92edec5ef1,953
345d9db9cad04e1fa497fd4ad2ad7e84,717
c8252f9ec40e4d02966a9e1e85b7a255,724
37b1c4bc336b4c09b7fa5dde8154d7f6,645
0d4bab63e2924f828a634d3e5c2e7b44,174
16cf2637336d47378bb2585f504e4794,635
00116583dbd142da8329e0dda6fe98e8,981
7540f2fcc1a34c218a3ec0eecb7b352e,228
43f19781262a45138e0c86381459df46,32
407c53d3f222427c9eb3184c625b6254,872
270b5254f7d44dc9b38fc5eb487c0788,94
71c4b5f2887a4b54b73838300589f287,721
c73acdb0f07e4e5c9febb8ec56e12133,541
6c1f79b760d249a0b11c851b9547f20f,941
7262eaba7e2a40b4932e5730feb8e725,776
662cde07863c4f4b9eb7a53ce67fae08,238
47502bfd8adb43da8d62d18f0c6aba1b,952
c6dc8b27192b4c049695fd7d3771bfbb,386
38482e2d83194ea9b761ba77bc28c749,374
466cc3c04e504cd093c459c2dd62559b,240
024a86d162da4623b77975fe84c06c04,447
71ec182a6cb04e5ab7f5ef7044bf6622,489
5b15264066034facaba641693dd67c90,823
8fe95d4bca1941228c328f75244924bc,166
a2328f14291c44b1ab2ccf103e2964a6,113
de8954e88c8e4c24a0cc18ba72f7db98,962
745d0c1d948745c38a0b132f2525e6b4,794
8574e827c6d34f7db47f6dc98de6680a,772
d47fe28abf704a3caa9bb285b7e84b78,883
7b0f78218a4e4cdd98af5bdfa214a5a8,397
6079db8222b848b388f9cde2874dba08,125
4dea93dc66c3464ca2b52e2f255f3c92,342
16d655d055b04543a7f10eaf759a7579,140
04680d325956405c9ee4dc58f77ab1fd,178
90ec331e7a1d408fb1528bd6e2435589,930
218116f2e71c4d4ca55364d7fc6e9eb1,762
b8a099555cdf4786be27b5904c663922,946
c020f059f0c44bf199addc59a3227c0b,746
c2c15af5fbad49598ba3cd7dfe858b5a,585
bf57f39060fc45ba9972975b0be4c9a5,555
0834bd984aee4f538b6810ba50eb63f0,616
7d0b624e9de841e8986b07597eb7feca,525
619f1330029a4b09bfe1faaccc488cb5,602
d9ea9de2e3ea4f3699bc18454894cdf2,372
86114ab3a3ce46778227911397bc5dbb,302
43ef53c07a6349e1a94ee7c77d5639d3,441
1d3c9f21743040b6abe86603b0177fa1,418
0167384d21464b7d9b44ebce86836efb,64
c826fea7b0ca48918c191f4e9707a1e7,317
d0c397c575b24869b9cae42960c13e81,59
e6940b93e89147bd9f456c5beda17dae,152
40ce693f88714808a56a941221ec787c,500
85356334d5044522836e827ff5526e19,361
991209502710487494802682db9956de,138
dbf995354a34459f8b2789816fade23f,441
53b9eaa15b3341acbbb7930619254a02,2
11055e6c6af54870820ef64e830838b0,912
8f11759b933a473aa9b95c58ca8d7486,455
d818969682a7412087d93c9e41ea6f15,254
c70bc60941d149e99728744520c25fbb,520
5070a567162f411eaa90e2abedb9c809,962
c5bd8b2acc734e59966194943ba170e3,394
0668ca103f0f41918cfd04f697577ce2,616
dc45beb62a70495584e9394253dbaafe,40
e7cd5411a6fe4c7bb5233713410b39ed,207
0b1d75120a7c4e0eab3a1822969350b0,934
20db6d14638b4bdcb5faa2483f473137,335
b5307a6fbc71482ab475442f7558fb74,758
c00c2dde325f4af0b876d032d55a75f5,316
1a23019ac7574406b08c6e28850ee5f0,111
2a34c119d6634b7a9384a3fe23189852,90
882fddfa77ce4335bf9edf9b807f3953,558
945d9c06f7124d25b448d4144a424d09,27
4e34138216cd4a54bc80a920a6ad3290,913
663373b77ed841199f3179287d61f4f3,306
2f37c03eefb640868c80f455876cd22d,141
bc79ffd6c98c49509c903905d6a69bfc,843
e505a997ecdb4955a939f2417c831711,734
fdf3ef587d0147868c5ba3ad5b25fbc5,783
55f8a8e0ac43418b9a1852aa79d29b0c,31
d1e47c5a372945d4b6282d9d5ec01672,778
6f242709bfb744f8ab0b4a0ee282299e,352
798474fe90e549a1ab9dc7a193ecf4ce,506
b2e4f67a39bd4c89b63c7722cb9419bb,591
43737c6b1c4a492abb0cc5427f92f173,517
452f616c07bf4293b0caa351097b793e,862
afdbb4baa4bc4a11bec331200816d0e4,121
5b52abe3afee47a796f2ac1995e33b1a,809
cc36f36f20d346da964c4cbe96835456,32
e3b883a3ac1e4328917b5457d01c6513,248
77e9131a560d489db303351752556331,162
fb50a1273d5548b5bcfdc3754a816361,888
dc326b5cc25f4bf6989ff3e7fedd71cd,733
3de8dfc365484e599b73578d6bbbdb1d,778
aa5c4ab6747940ceaec0a60719affd5b,190
2bdb0c8d9be8445884999cce81c97daa,544
d196b3e065b1431aa5099645bec2f642,672
84ff862482314509b8dfb9e40c009ed6,473
a1968a9baa204d0283556649face5fe1,377
6cbf886e66ed4fd1902bed5867a9ec47,245
765b449072a748f38d064d1a608f0530,550
1fa1f6939c8345418ac2c30b378e144e,107
516d6722318c49c881e328886c913c46,550
99afb8f6db9740af89fd38fa9a58cfa2,66
2e8346f0e64348f897aa770ad9e3e041,266
527ff3e7d5704f92bce5aa76f57980a4,412
ea920977d3e64f2e91feb817a0ed1e84,985
443c9465c91545b9a182d59f7267a969,717
2cce62ee98324353b1b8c9d831d6e860,169
e434225ed2eb4476847ab7887f67920c,357
f65d6b9d564248c7b532e7ebe76ec04e,392
a777756bddf0408099b0cdf21ad8b05b,183
e1266030ea9a46c1a16598bd43a810b6,311
32170768cb1446f58a96ebb6bdbc3b0c,108
43caaac827a24ce3b15ca4699bb10e35,727
a322a22bbf344ee6a85e9333aab0df28,832
7d04fe6b8d2b4dd486299dcc339772c3,573
9323b7fd770944d2a63e17e30297e15e,456
3197e6a3d1444d79acf8fa240e5426af,907
784f25d2bcb44a6bab4e1fb85d35a666,771
eebdef3934514027be03bedce3f02026,327
f6efd863a8314606aef3b5d2142592c5,448
dd407a85d14c4db1a5c9e8c5f1d839f7,919
8c9caf860b6a401f8f55c1aefa6622e7,542
ac4eac8e5858413fb6a8603609f0ae39,106
1a38733e1a7c415cb492ee5bb4747b0c,290
ae6174c7040242a78fbcb33e3c73f47d,761
daac80ca3c2d4089b5e0300e0eec516d,989
c3c92c0d86f442e8bf35c00158cbfa82,327
5bca19a2e9ab4db78c576575f143553b,977
bf0d2d5d8a094e93937ff21eb6564872,298
6f4b9a91e23a4ba791df2531a3f7f5fa,107
e2bab96cc5d7424f9e3f6a80300323cf,811
33cc679e3b0f452e9d572d4c1b7ebc54,828
6fb63317396c4d5686278535944a6415,809
79ae86831f104032b8edf55cd744f52f,987
b04fe7bb9c3b428799d6c21ecb4e1c3a,359
02a7c4f9d9ee40de8567d6144dbf588c,362
77315cf317d4414c873e2e6d5ec234f6,276
f97c856084d244708a90c9f6098a3d34,444
50e9c4cd65e645058aa5c893b8eda535,33
271f835bcec74bd08be95ae526994a48,953
76a7b428af4f41e4bdfa7aace76e242b,221
ad73e80b6a4e40979c77d09f01db01df,242
e6496229eaeb4eb1b56bd6c6407a6c3d,336
4e7430b1db04449b856a2fb3ce6cea5c,743
cd779e7c9e7c4646a64bbcdf7f461ad9,615
ed45fd48462848b09fe485eee78b3a48,513
b0baededd68f47439aae5b61c9640644,736
28f8821fa9ed4a45b60c6c2b85de6963,360
529d22a8e2bd4b46b6bbb109f74f984e,739
b630488543aa4eb5922164fc3945f1a2,891
67a146be2a154ae3a06822c30c28ceef,111
68e30f09549f4f999494c728534a575f,391
17947077c37047248186283d4ed4857b,537
1cc53b4359844545803efeccf8d7361a,237
1e6e96449d49422aaab262deb0505bc3,215
2b17cdc6fc6b46b2bf4ac6090a1589c0,757
1b9846737861409e896773b64989050a,315
503a724155d54b0aa7875d0b20971c71,155
e55c1a3f3c1d44aab586220a089a176f,372
27b4c4cfd93a4841b73ef9cc9fb19581,653
b99decf6e48d479ead5e6bcdd96d044f,249
704c8c9c069e445181a81c907ba8b762,862
af309930630e4520869b9c2b16edb944,281
d827dd7e9bbd4c1e8a4217da0d1446a8,582
e8733279cef64727b95a0694992104dd,372
87e9cde0198b437f9665d1fe55e79df9,309
60c7d82315d140c3a245cc6a0a219fd1,285
282fb4d9c1ae4afab721ccf42eaf7ad5,477
8f93bc9b4c364e38a1d527ba516d9f62,271
e51139a5db4a452c97baa5f3a48c1a48,762
ec561e25fc3745228f7a38b7f6117468,834
9dda7b29edd144d0945467341b65c955,527
f9ac9c42a473412ab1aef408485bac39,220
e3b819fcfd7740b9835e4156bc0de5ad,537
c03908020a9147c3b109cfc53998e74e,954
3680d7644b994505bc292705b370db86,964
5a2d93cbed194d60bb69f4a47973a858,519
3b78f0a1663144b4bc2099799d340565,289
3913aa63e10448cbb561f72673edb94a,419
1968d36650cd45a79301a44f5b49b466,253
4ba931acede9489baae378b7a4b9a5a2,740
1b14ccfe0d744593b1a3d62c5a65ba00,657
25e7db68672446b5a688ca7dbbc88544,892
fdf62acde6064b6b862a87a634b5d5dc,496
079bb986452744658c4194472585b36b,574
1dbba7e4b0a04b4d85b9fcee0a4e8c64,540
9d30f8cbc6d74e148655a4199f00fd21,279
0ed29bdc151f4cfe87e8db730579f369,189
bf4db8ac056942ed89872356950dc452,913
905663016cc6496b975c1564c7b2432a,639
2fb2ff680b2f4b8d90089223bcafc3fa,974
db8db658752f42d0bd73fc4f3564ed51,44
81131b09c22346a9ad329e10b04acdcc,695
f25a849748f14f0ea39aa0cca0d52a31,434
46c4b0fe46434912b1712673fb305827,763
8cf2659e735d4b5a916d9ff9c78371a2,600
d5061814184747928140b5df9b6511c1,241
dad2391191e14ec099686619be7a0f51,210
3fbf383323fa480399f03262e99db199,616
b886f24e7ccc42d98468af76f0c1c6b3,172
44834b0660a94b01871ea1a915a5bf0f,753
441049ec472149668e6aa040293f5485,429
3e603bedca3b401bba51cbfe3327e241,101
7c40bb34a41a4484909c3575123f4dab,685
6cbe6f6ddde2477085b57c6b07eb5b11,321
be7e4aee2eeb4a51b38c16b10674908c,132
1b55beb88c824f4397905d3629dc7404,535
404ce75ee56949ee90da7b404070693c,341
a65c568f179c43998e81aa25a8e67ccd,942
e2bd077745bd4992932b53ad567798a3,110
a787df972d5649679d25bc83e5cdb33f,571
529277b94d744d2a914f167b10160986,241
cf77180114e64d4abe98daa3a974734e,862
fd32de0cc77e48da9264914c3f73ea41,70
81a5219e22f04901994f26f412104ed2,889
7de75424248a4a12860cd25ad9e170d0,778
6bb0af2c6ef049748f4bbd11dc3aed05,905
b3d2b042ba7e47aba98d1eff0465c5a6,701
33d43d02aa3a449d87b7b537636fe409,558
fb092308a6ae434685b20c41aa38bdcf,799
422f1b6c51ae4d069d8f7d483897c761,4
3506693c8f744d6bb6f2d2e91e259a7e,819
f2a2e47304f8485bb7cb6a9aab553b8d,414
abfb627125a14fb79bea179eb66f6dc8,73
1e07301fc9074781afdf8ce185ca54e2,902
32b075df634448f7bd6cd114ea3de4c6,607
0bc34279262b4b428a8d7a679d67e1fd,616
0aac03926cc34951b81fab5726c35dd5,666
4459379e6a854d5480911e38b5ab5e9c,986
02d3aad2b64c450793c590c6fff1bf8b,37
322ed9a1678f4ac199c3e8e5aa3ad50f,78
ee681e770e0a44d7af946cee6bcfbb6f,647
41d89b1e196e4d619a62879b078e5b5a,965
2bf244ecf1664586823a8cfc186b9444,611
1881428fd4a14da6bb7d4992a2785e79,427
a368901edd1b4b32a9bb43a054655d51,578
77bf7238b1b8409b8082b62993cc9953,156
c78f6527c2b64d12b4ce3d97ccae5ed7,829
b71cfa299af04a3188234ba73635198e,370
e0fc157fdc054108a5da1fbb443b7801,203
4e3293ddd74746478c685c7058e58da0,986
81e4ac9e0351456ca2de773a97cf31e5,737
359685e45f884bd5ae17d7bd0c9fb173,678
757172952be14487b15d2c6b8e526782,936
5da6ecf69867492494b62c2338d82e82,901
d73b962080f2450a885cc98392c786b8,847
ca2645e3c22e4468824c08c27d00ae06,575
e019f4838ec84678af6a771b72a5bc16,71
a3e36dac51b347849840cc723ea8c224,492
21d4649d80434b61a5927293fee3baea,319
688f0326a35a49c2a5fb5117bdcca232,79
cb88564c62994b4f99c3c14631e065c2,47
6f2ca54b103d4f88bd0f840ad5109e9e,279
ff6fb4e1ee914d6593bad43b77bf5ac5,937
418e4251446f4d26acefe3dc27b34666,12
c493e0b29398451a98aca626750a928f,377
db4f39e1d8774c72869051c404add33c,908
eb56ad923dc74c4ba5cd3318f85bf613,644
6b528312a8c146469ffda103787c6040,382
e73bffcd193548bf9941f8805aeebdb9,204
9c60815a2fc049a4a000e7d8c45fe63c,728
0558e1097f0748a08bbc15102d557431,275
2da7ce7fd4f24b2992be9f9d0f0bb4f4,426
3c425f6e0b7945cfa4f6d0be87ad0a7d,821
60d710aee90d4038a65140fcb4ed79b3,53
00f6731a92554118a9b2e30e4952ca45,195
ebe4421c558e4f7e80c321b3d6ec6e6f,293
4f97405c5c60448f929818d8e2ce720b,156
df5d894e76ab46a18b289717eeb2029c,378
